SubjectNumber,SubjectOrder,item,RESP,Condition,CRESP,ACC,RespNum,Test,Phrase,PhraseNum
19,7,resp3test2,2,WithoutCue,1,0,resp3,test2,NonPhrase,NA
20,8,resp3test2,1,WithoutCue,1,1,resp3,test2,NonPhrase,NA
21,9,resp3test2,1,WithoutCue,1,1,resp3,test2,NonPhrase,NA
24,10,resp3test2,1,WithoutCue,1,1,resp3,test2,NonPhrase,NA
27,11,resp3test2,1,WithoutCue,1,1,resp3,test2,NonPhrase,NA
41,12,resp3test2,2,WithoutCue,1,0,resp3,test2,NonPhrase,NA
42,13,resp3test2,1,WithoutCue,1,1,resp3,test2,NonPhrase,NA
43,14,resp3test2,1,WithoutCue,1,1,resp3,test2,NonPhrase,NA
44,15,resp3test2,1,WithoutCue,1,1,resp3,test2,NonPhrase,NA
46,16,resp3test2,1,WithoutCue,1,1,resp3,test2,NonPhrase,NA
58,17,resp3test2,2,WithoutCue,1,0,resp3,test2,NonPhrase,NA
61,18,resp3test2,1,WithoutCue,1,1,resp3,test2,NonPhrase,NA
98,19,resp3test2,2,WithoutCue,1,0,resp3,test2,NonPhrase,NA
99,20,resp3test2,2,WithoutCue,1,0,resp3,test2,NonPhrase,NA
7,1,resp4test2,1,WithoutCue,2,0,resp4,test2,NonPhrase,NA
8,2,resp4test2,2,WithoutCue,2,1,resp4,test2,NonPhrase,NA
9,3,resp4test2,1,WithoutCue,2,0,resp4,test2,NonPhrase,NA
10,4,resp4test2,1,WithoutCue,2,0,resp4,test2,NonPhrase,NA
13,5,resp4test2,1,WithoutCue,2,0,resp4,test2,NonPhrase,NA
14,6,resp4test2,1,WithoutCue,2,0,resp4,test2,NonPhrase,NA
19,7,resp4test2,1,WithoutCue,2,0,resp4,test2,NonPhrase,NA
20,8,resp4test2,2,WithoutCue,2,1,resp4,test2,NonPhrase,NA
21,9,resp4test2,1,WithoutCue,2,0,resp4,test2,NonPhrase,NA
24,10,resp4test2,2,WithoutCue,2,1,resp4,test2,NonPhrase,NA
27,11,resp4test2,2,WithoutCue,2,1,resp4,test2,NonPhrase,NA
41,12,resp4test2,2,WithoutCue,2,1,resp4,test2,NonPhrase,NA
42,13,resp4test2,2,WithoutCue,2,1,resp4,test2,NonPhrase,NA
43,14,resp4test2,2,WithoutCue,2,1,resp4,test2,NonPhrase,NA
44,15,resp4test2,2,WithoutCue,2,1,resp4,test2,NonPhrase,NA
46,16,resp4test2,2,WithoutCue,2,1,resp4,test2,NonPhrase,NA
58,17,resp4test2,2,WithoutCue,2,1,resp4,test2,NonPhrase,NA
61,18,resp4test2,1,WithoutCue,2,0,resp4,test2,NonPhrase,NA
98,19,resp4test2,2,WithoutCue,2,1,resp4,test2,NonPhrase,NA
99,20,resp4test2,1,WithoutCue,2,0,resp4,test2,NonPhrase,NA
7,1,resp5test2,2,WithoutCue,2,1,resp5,test2,NonPhrase,NA
8,2,resp5test2,1,WithoutCue,2,0,resp5,test2,NonPhrase,NA
9,3,resp5test2,2,WithoutCue,2,1,resp5,test2,NonPhrase,NA
10,4,resp5test2,1,WithoutCue,2,0,resp5,test2,NonPhrase,NA
13,5,resp5test2,1,WithoutCue,2,0,resp5,test2,NonPhrase,NA
14,6,resp5test2,1,WithoutCue,2,0,resp5,test2,NonPhrase,NA
19,7,resp5test2,1,WithoutCue,2,0,resp5,test2,NonPhrase,NA
20,8,resp5test2,1,WithoutCue,2,0,resp5,test2,NonPhrase,NA
21,9,resp5test2,2,WithoutCue,2,1,resp5,test2,NonPhrase,NA
24,10,resp5test2,2,WithoutCue,2,1,resp5,test2,NonPhrase,NA
27,11,resp5test2,2,WithoutCue,2,1,resp5,test2,NonPhrase,NA
41,12,resp5test2,1,WithoutCue,2,0,resp5,test2,NonPhrase,NA
42,13,resp5test2,1,WithoutCue,2,0,resp5,test2,NonPhrase,NA
43,14,resp5test2,1,WithoutCue,2,0,resp5,test2,NonPhrase,NA
44,15,resp5test2,2,WithoutCue,2,1,resp5,test2,NonPhrase,NA
46,16,resp5test2,2,WithoutCue,2,1,resp5,test2,NonPhrase,NA
58,17,resp5test2,2,WithoutCue,2,1,resp5,test2,NonPhrase,NA
61,18,resp5test2,2,WithoutCue,2,1,resp5,test2,NonPhrase,NA
98,19,resp5test2,1,WithoutCue,2,0,resp5,test2,NonPhrase,NA
99,20,resp5test2,1,WithoutCue,2,0,resp5,test2,NonPhrase,NA
7,1,resp6test2,2,WithoutCue,1,0,resp6,test2,NonPhrase,NA
8,2,resp6test2,1,WithoutCue,1,1,resp6,test2,NonPhrase,NA
9,3,resp6test2,1,WithoutCue,1,1,resp6,test2,NonPhrase,NA
10,4,resp6test2,1,WithoutCue,1,1,resp6,test2,NonPhrase,NA
13,5,resp6test2,1,WithoutCue,1,1,resp6,test2,NonPhrase,NA
14,6,resp6test2,1,WithoutCue,1,1,resp6,test2,NonPhrase,NA
19,7,resp6test2,1,WithoutCue,1,1,resp6,test2,NonPhrase,NA
20,8,resp6test2,1,WithoutCue,1,1,resp6,test2,NonPhrase,NA
21,9,resp6test2,1,WithoutCue,1,1,resp6,test2,NonPhrase,NA
24,10,resp6test2,1,WithoutCue,1,1,resp6,test2,NonPhrase,NA
27,11,resp6test2,1,WithoutCue,1,1,resp6,test2,NonPhrase,NA
41,12,resp6test2,1,WithoutCue,1,1,resp6,test2,NonPhrase,NA
42,13,resp6test2,1,WithoutCue,1,1,resp6,test2,NonPhrase,NA
43,14,resp6test2,1,WithoutCue,1,1,resp6,test2,NonPhrase,NA
44,15,resp6test2,1,WithoutCue,1,1,resp6,test2,NonPhrase,NA
46,16,resp6test2,1,WithoutCue,1,1,resp6,test2,NonPhrase,NA
58,17,resp6test2,1,WithoutCue,1,1,resp6,test2,NonPhrase,NA
61,18,resp6test2,1,WithoutCue,1,1,resp6,test2,NonPhrase,NA
98,19,resp6test2,1,WithoutCue,1,1,resp6,test2,NonPhrase,NA
99,20,resp6test2,2,WithoutCue,1,0,resp6,test2,NonPhrase,NA
7,1,resp1ph1test1,1,WithoutCue,1,1,resp1,test1,Phrase,1
8,2,resp1ph1test1,1,WithoutCue,1,1,resp1,test1,Phrase,1
9,3,resp1ph1test1,2,WithoutCue,1,0,resp1,test1,Phrase,1
10,4,resp1ph1test1,1,WithoutCue,1,1,resp1,test1,Phrase,1
13,5,resp1ph1test1,1,WithoutCue,1,1,resp1,test1,Phrase,1
14,6,resp1ph1test1,2,WithoutCue,1,0,resp1,test1,Phrase,1
19,7,resp1ph1test1,1,WithoutCue,1,1,resp1,test1,Phrase,1
20,8,resp1ph1test1,2,WithoutCue,1,0,resp1,test1,Phrase,1
21,9,resp1ph1test1,1,WithoutCue,1,1,resp1,test1,Phrase,1
24,10,resp1ph1test1,2,WithoutCue,1,0,resp1,test1,Phrase,1
27,11,resp1ph1test1,1,WithoutCue,1,1,resp1,test1,Phrase,1
41,12,resp1ph1test1,2,WithoutCue,1,0,resp1,test1,Phrase,1
42,13,resp1ph1test1,2,WithoutCue,1,0,resp1,test1,Phrase,1
43,14,resp1ph1test1,1,WithoutCue,1,1,resp1,test1,Phrase,1
44,15,resp1ph1test1,1,WithoutCue,1,1,resp1,test1,Phrase,1
46,16,resp1ph1test1,2,WithoutCue,1,0,resp1,test1,Phrase,1
58,17,resp1ph1test1,1,WithoutCue,1,1,resp1,test1,Phrase,1
61,18,resp1ph1test1,1,WithoutCue,1,1,resp1,test1,Phrase,1
98,19,resp1ph1test1,2,WithoutCue,1,0,resp1,test1,Phrase,1
99,20,resp1ph1test1,1,WithoutCue,1,1,resp1,test1,Phrase,1
7,1,resp1ph2test1,1,WithoutCue,1,1,resp1,test1,Phrase,2
8,2,resp1ph2test1,2,WithoutCue,1,0,resp1,test1,Phrase,2
9,3,resp1ph2test1,2,WithoutCue,1,0,resp1,test1,Phrase,2
10,4,resp1ph2test1,1,WithoutCue,1,1,resp1,test1,Phrase,2
13,5,resp1ph2test1,1,WithoutCue,1,1,resp1,test1,Phrase,2
14,6,resp1ph2test1,1,WithoutCue,1,1,resp1,test1,Phrase,2
19,7,resp1ph2test1,1,WithoutCue,1,1,resp1,test1,Phrase,2
20,8,resp1ph2test1,1,WithoutCue,1,1,resp1,test1,Phrase,2
21,9,resp1ph2test1,2,WithoutCue,1,0,resp1,test1,Phrase,2
24,10,resp1ph2test1,1,WithoutCue,1,1,resp1,test1,Phrase,2
27,11,resp1ph2test1,1,WithoutCue,1,1,resp1,test1,Phrase,2
41,12,resp1ph2test1,1,WithoutCue,1,1,resp1,test1,Phrase,2
42,13,resp1ph2test1,1,WithoutCue,1,1,resp1,test1,Phrase,2
43,14,resp1ph2test1,1,WithoutCue,1,1,resp1,test1,Phrase,2
44,15,resp1ph2test1,2,WithoutCue,1,0,resp1,test1,Phrase,2
46,16,resp1ph2test1,1,WithoutCue,1,1,resp1,test1,Phrase,2
58,17,resp1ph2test1,1,WithoutCue,1,1,resp1,test1,Phrase,2
61,18,resp1ph2test1,1,WithoutCue,1,1,resp1,test1,Phrase,2
98,19,resp1ph2test1,2,WithoutCue,1,0,resp1,test1,Phrase,2
99,20,resp1ph2test1,1,WithoutCue,1,1,resp1,test1,Phrase,2
7,1,resp1ph3test1,2,WithoutCue,1,0,resp1,test1,Phrase,3
8,2,resp1ph3test1,1,WithoutCue,1,1,resp1,test1,Phrase,3
9,3,resp1ph3test1,1,WithoutCue,1,1,resp1,test1,Phrase,3
10,4,resp1ph3test1,2,WithoutCue,1,0,resp1,test1,Phrase,3
13,5,resp1ph3test1,2,WithoutCue,1,0,resp1,test1,Phrase,3
14,6,resp1ph3test1,1,WithoutCue,1,1,resp1,test1,Phrase,3
19,7,resp1ph3test1,1,WithoutCue,1,1,resp1,test1,Phrase,3
20,8,resp1ph3test1,1,WithoutCue,1,1,resp1,test1,Phrase,3
21,9,resp1ph3test1,1,WithoutCue,1,1,resp1,test1,Phrase,3
24,10,resp1ph3test1,1,WithoutCue,1,1,resp1,test1,Phrase,3
27,11,resp1ph3test1,1,WithoutCue,1,1,resp1,test1,Phrase,3
41,12,resp1ph3test1,1,WithoutCue,1,1,resp1,test1,Phrase,3
42,13,resp1ph3test1,1,WithoutCue,1,1,resp1,test1,Phrase,3
43,14,resp1ph3test1,1,WithoutCue,1,1,resp1,test1,Phrase,3
44,15,resp1ph3test1,1,WithoutCue,1,1,resp1,test1,Phrase,3
46,16,resp1ph3test1,1,WithoutCue,1,1,resp1,test1,Phrase,3
58,17,resp1ph3test1,1,WithoutCue,1,1,resp1,test1,Phrase,3
61,18,resp1ph3test1,2,WithoutCue,1,0,resp1,test1,Phrase,3
98,19,resp1ph3test1,1,WithoutCue,1,1,resp1,test1,Phrase,3
99,20,resp1ph3test1,2,WithoutCue,1,0,resp1,test1,Phrase,3
7,1,resp2ph1test1,2,WithoutCue,1,0,resp2,test1,Phrase,1
8,2,resp2ph1test1,2,WithoutCue,1,0,resp2,test1,Phrase,1
9,3,resp2ph1test1,2,WithoutCue,1,0,resp2,test1,Phrase,1
10,4,resp2ph1test1,2,WithoutCue,1,0,resp2,test1,Phrase,1
13,5,resp2ph1test1,1,WithoutCue,1,1,resp2,test1,Phrase,1
14,6,resp2ph1test1,1,WithoutCue,1,1,resp2,test1,Phrase,1
19,7,resp2ph1test1,2,WithoutCue,1,0,resp2,test1,Phrase,1
20,8,resp2ph1test1,1,WithoutCue,1,1,resp2,test1,Phrase,1
21,9,resp2ph1test1,1,WithoutCue,1,1,resp2,test1,Phrase,1
24,10,resp2ph1test1,1,WithoutCue,1,1,resp2,test1,Phrase,1
27,11,resp2ph1test1,2,WithoutCue,1,0,resp2,test1,Phrase,1
41,12,resp2ph1test1,2,WithoutCue,1,0,resp2,test1,Phrase,1
42,13,resp2ph1test1,1,WithoutCue,1,1,resp2,test1,Phrase,1
43,14,resp2ph1test1,1,WithoutCue,1,1,resp2,test1,Phrase,1
44,15,resp2ph1test1,1,WithoutCue,1,1,resp2,test1,Phrase,1
46,16,resp2ph1test1,2,WithoutCue,1,0,resp2,test1,Phrase,1
58,17,resp2ph1test1,2,WithoutCue,1,0,resp2,test1,Phrase,1
61,18,resp2ph1test1,1,WithoutCue,1,1,resp2,test1,Phrase,1
98,19,resp2ph1test1,1,WithoutCue,1,1,resp2,test1,Phrase,1
99,20,resp2ph1test1,1,WithoutCue,1,1,resp2,test1,Phrase,1
7,1,resp2ph2test1,1,WithoutCue,2,0,resp2,test1,Phrase,2
8,2,resp2ph2test1,1,WithoutCue,2,0,resp2,test1,Phrase,2
9,3,resp2ph2test1,2,WithoutCue,2,1,resp2,test1,Phrase,2
10,4,resp2ph2test1,1,WithoutCue,2,0,resp2,test1,Phrase,2
13,5,resp2ph2test1,2,WithoutCue,2,1,resp2,test1,Phrase,2
14,6,resp2ph2test1,2,WithoutCue,2,1,resp2,test1,Phrase,2
19,7,resp2ph2test1,2,WithoutCue,2,1,resp2,test1,Phrase,2
20,8,resp2ph2test1,2,WithoutCue,2,1,resp2,test1,Phrase,2
21,9,resp2ph2test1,2,WithoutCue,2,1,resp2,test1,Phrase,2
24,10,resp2ph2test1,1,WithoutCue,2,0,resp2,test1,Phrase,2
27,11,resp2ph2test1,1,WithoutCue,2,0,resp2,test1,Phrase,2
41,12,resp2ph2test1,1,WithoutCue,2,0,resp2,test1,Phrase,2
42,13,resp2ph2test1,2,WithoutCue,2,1,resp2,test1,Phrase,2
43,14,resp2ph2test1,2,WithoutCue,2,1,resp2,test1,Phrase,2
44,15,resp2ph2test1,1,WithoutCue,2,0,resp2,test1,Phrase,2
46,16,resp2ph2test1,1,WithoutCue,2,0,resp2,test1,Phrase,2
58,17,resp2ph2test1,2,WithoutCue,2,1,resp2,test1,Phrase,2
61,18,resp2ph2test1,1,WithoutCue,2,0,resp2,test1,Phrase,2
98,19,resp2ph2test1,2,WithoutCue,2,1,resp2,test1,Phrase,2
99,20,resp2ph2test1,2,WithoutCue,2,1,resp2,test1,Phrase,2
7,1,resp2ph3test1,1,WithoutCue,1,1,resp2,test1,Phrase,3
8,2,resp2ph3test1,1,WithoutCue,1,1,resp2,test1,Phrase,3
9,3,resp2ph3test1,1,WithoutCue,1,1,resp2,test1,Phrase,3
10,4,resp2ph3test1,1,WithoutCue,1,1,resp2,test1,Phrase,3
13,5,resp2ph3test1,1,WithoutCue,1,1,resp2,test1,Phrase,3
14,6,resp2ph3test1,1,WithoutCue,1,1,resp2,test1,Phrase,3
19,7,resp2ph3test1,1,WithoutCue,1,1,resp2,test1,Phrase,3
20,8,resp2ph3test1,1,WithoutCue,1,1,resp2,test1,Phrase,3
21,9,resp2ph3test1,1,WithoutCue,1,1,resp2,test1,Phrase,3
24,10,resp2ph3test1,2,WithoutCue,1,0,resp2,test1,Phrase,3
27,11,resp2ph3test1,1,WithoutCue,1,1,resp2,test1,Phrase,3
41,12,resp2ph3test1,1,WithoutCue,1,1,resp2,test1,Phrase,3
42,13,resp2ph3test1,2,WithoutCue,1,0,resp2,test1,Phrase,3
43,14,resp2ph3test1,1,WithoutCue,1,1,resp2,test1,Phrase,3
44,15,resp2ph3test1,1,WithoutCue,1,1,resp2,test1,Phrase,3
46,16,resp2ph3test1,1,WithoutCue,1,1,resp2,test1,Phrase,3
58,17,resp2ph3test1,1,WithoutCue,1,1,resp2,test1,Phrase,3
61,18,resp2ph3test1,2,WithoutCue,1,0,resp2,test1,Phrase,3
98,19,resp2ph3test1,1,WithoutCue,1,1,resp2,test1,Phrase,3
99,20,resp2ph3test1,1,WithoutCue,1,1,resp2,test1,Phrase,3
7,1,resp1ph1test2,NA,WithoutCue,2,NA,resp1,test2,Phrase,1
8,2,resp1ph1test2,NA,WithoutCue,2,NA,resp1,test2,Phrase,1
9,3,resp1ph1test2,NA,WithoutCue,2,NA,resp1,test2,Phrase,1
10,4,resp1ph1test2,1,WithoutCue,2,0,resp1,test2,Phrase,1
13,5,resp1ph1test2,2,WithoutCue,2,1,resp1,test2,Phrase,1
14,6,resp1ph1test2,1,WithoutCue,2,0,resp1,test2,Phrase,1
19,7,resp1ph1test2,1,WithoutCue,2,0,resp1,test2,Phrase,1
20,8,resp1ph1test2,1,WithoutCue,2,0,resp1,test2,Phrase,1
21,9,resp1ph1test2,1,WithoutCue,2,0,resp1,test2,Phrase,1
24,10,resp1ph1test2,2,WithoutCue,2,1,resp1,test2,Phrase,1
27,11,resp1ph1test2,1,WithoutCue,2,0,resp1,test2,Phrase,1
41,12,resp1ph1test2,1,WithoutCue,2,0,resp1,test2,Phrase,1
42,13,resp1ph1test2,1,WithoutCue,2,0,resp1,test2,Phrase,1
43,14,resp1ph1test2,2,WithoutCue,2,1,resp1,test2,Phrase,1
44,15,resp1ph1test2,2,WithoutCue,2,1,resp1,test2,Phrase,1
46,16,resp1ph1test2,2,WithoutCue,2,1,resp1,test2,Phrase,1
58,17,resp1ph1test2,1,WithoutCue,2,0,resp1,test2,Phrase,1
61,18,resp1ph1test2,1,WithoutCue,2,0,resp1,test2,Phrase,1
98,19,resp1ph1test2,1,WithoutCue,2,0,resp1,test2,Phrase,1
99,20,resp1ph1test2,2,WithoutCue,2,1,resp1,test2,Phrase,1
7,1,resp1ph2test2,NA,WithoutCue,1,NA,resp1,test2,Phrase,2
8,2,resp1ph2test2,NA,WithoutCue,1,NA,resp1,test2,Phrase,2
9,3,resp1ph2test2,NA,WithoutCue,1,NA,resp1,test2,Phrase,2
10,4,resp1ph2test2,2,WithoutCue,1,0,resp1,test2,Phrase,2
13,5,resp1ph2test2,1,WithoutCue,1,1,resp1,test2,Phrase,2
14,6,resp1ph2test2,2,WithoutCue,1,0,resp1,test2,Phrase,2
19,7,resp1ph2test2,2,WithoutCue,1,0,resp1,test2,Phrase,2
20,8,resp1ph2test2,2,WithoutCue,1,0,resp1,test2,Phrase,2
21,9,resp1ph2test2,2,WithoutCue,1,0,resp1,test2,Phrase,2
24,10,resp1ph2test2,2,WithoutCue,1,0,resp1,test2,Phrase,2
27,11,resp1ph2test2,2,WithoutCue,1,0,resp1,test2,Phrase,2
41,12,resp1ph2test2,1,WithoutCue,1,1,resp1,test2,Phrase,2
42,13,resp1ph2test2,1,WithoutCue,1,1,resp1,test2,Phrase,2
43,14,resp1ph2test2,1,WithoutCue,1,1,resp1,test2,Phrase,2
44,15,resp1ph2test2,1,WithoutCue,1,1,resp1,test2,Phrase,2
46,16,resp1ph2test2,1,WithoutCue,1,1,resp1,test2,Phrase,2
58,17,resp1ph2test2,2,WithoutCue,1,0,resp1,test2,Phrase,2
61,18,resp1ph2test2,1,WithoutCue,1,1,resp1,test2,Phrase,2
98,19,resp1ph2test2,1,WithoutCue,1,1,resp1,test2,Phrase,2
99,20,resp1ph2test2,1,WithoutCue,1,1,resp1,test2,Phrase,2
7,1,resp1ph3test2,NA,WithoutCue,2,NA,resp1,test2,Phrase,3
8,2,resp1ph3test2,NA,WithoutCue,2,NA,resp1,test2,Phrase,3
9,3,resp1ph3test2,NA,WithoutCue,2,NA,resp1,test2,Phrase,3
10,4,resp1ph3test2,1,WithoutCue,2,0,resp1,test2,Phrase,3
13,5,resp1ph3test2,2,WithoutCue,2,1,resp1,test2,Phrase,3
14,6,resp1ph3test2,2,WithoutCue,2,1,resp1,test2,Phrase,3
19,7,resp1ph3test2,1,WithoutCue,2,0,resp1,test2,Phrase,3
20,8,resp1ph3test2,1,WithoutCue,2,0,resp1,test2,Phrase,3
21,9,resp1ph3test2,1,WithoutCue,2,0,resp1,test2,Phrase,3
24,10,resp1ph3test2,1,WithoutCue,2,0,resp1,test2,Phrase,3
27,11,resp1ph3test2,1,WithoutCue,2,0,resp1,test2,Phrase,3
41,12,resp1ph3test2,1,WithoutCue,2,0,resp1,test2,Phrase,3
42,13,resp1ph3test2,2,WithoutCue,2,1,resp1,test2,Phrase,3
43,14,resp1ph3test2,2,WithoutCue,2,1,resp1,test2,Phrase,3
44,15,resp1ph3test2,2,WithoutCue,2,1,resp1,test2,Phrase,3
46,16,resp1ph3test2,1,WithoutCue,2,0,resp1,test2,Phrase,3
58,17,resp1ph3test2,2,WithoutCue,2,1,resp1,test2,Phrase,3
61,18,resp1ph3test2,2,WithoutCue,2,1,resp1,test2,Phrase,3
98,19,resp1ph3test2,2,WithoutCue,2,1,resp1,test2,Phrase,3
99,20,resp1ph3test2,1,WithoutCue,2,0,resp1,test2,Phrase,3
7,1,resp2ph1test2,NA,WithoutCue,1,NA,resp2,test2,Phrase,1
8,2,resp2ph1test2,NA,WithoutCue,1,NA,resp2,test2,Phrase,1
9,3,resp2ph1test2,NA,WithoutCue,1,NA,resp2,test2,Phrase,1
10,4,resp2ph1test2,2,WithoutCue,1,0,resp2,test2,Phrase,1
13,5,resp2ph1test2,1,WithoutCue,1,1,resp2,test2,Phrase,1
14,6,resp2ph1test2,2,WithoutCue,1,0,resp2,test2,Phrase,1
19,7,resp2ph1test2,2,WithoutCue,1,0,resp2,test2,Phrase,1
20,8,resp2ph1test2,2,WithoutCue,1,0,resp2,test2,Phrase,1
21,9,resp2ph1test2,2,WithoutCue,1,0,resp2,test2,Phrase,1
24,10,resp2ph1test2,2,WithoutCue,1,0,resp2,test2,Phrase,1
27,11,resp2ph1test2,2,WithoutCue,1,0,resp2,test2,Phrase,1
41,12,resp2ph1test2,2,WithoutCue,1,0,resp2,test2,Phrase,1
42,13,resp2ph1test2,1,WithoutCue,1,1,resp2,test2,Phrase,1
43,14,resp2ph1test2,1,WithoutCue,1,1,resp2,test2,Phrase,1
44,15,resp2ph1test2,1,WithoutCue,1,1,resp2,test2,Phrase,1
46,16,resp2ph1test2,1,WithoutCue,1,1,resp2,test2,Phrase,1
58,17,resp2ph1test2,1,WithoutCue,1,1,resp2,test2,Phrase,1
61,18,resp2ph1test2,2,WithoutCue,1,0,resp2,test2,Phrase,1
98,19,resp2ph1test2,2,WithoutCue,1,0,resp2,test2,Phrase,1
99,20,resp2ph1test2,2,WithoutCue,1,0,resp2,test2,Phrase,1
7,1,resp2ph2test2,NA,WithoutCue,2,NA,resp2,test2,Phrase,2
8,2,resp2ph2test2,NA,WithoutCue,2,NA,resp2,test2,Phrase,2
9,3,resp2ph2test2,NA,WithoutCue,2,NA,resp2,test2,Phrase,2
10,4,resp2ph2test2,1,WithoutCue,2,0,resp2,test2,Phrase,2
13,5,resp2ph2test2,2,WithoutCue,2,1,resp2,test2,Phrase,2
14,6,resp2ph2test2,1,WithoutCue,2,0,resp2,test2,Phrase,2
19,7,resp2ph2test2,1,WithoutCue,2,0,resp2,test2,Phrase,2
20,8,resp2ph2test2,1,WithoutCue,2,0,resp2,test2,Phrase,2
21,9,resp2ph2test2,1,WithoutCue,2,0,resp2,test2,Phrase,2
24,10,resp2ph2test2,2,WithoutCue,2,1,resp2,test2,Phrase,2
27,11,resp2ph2test2,2,WithoutCue,2,1,resp2,test2,Phrase,2
41,12,resp2ph2test2,1,WithoutCue,2,0,resp2,test2,Phrase,2
42,13,resp2ph2test2,1,WithoutCue,2,0,resp2,test2,Phrase,2
43,14,resp2ph2test2,1,WithoutCue,2,0,resp2,test2,Phrase,2
44,15,resp2ph2test2,1,WithoutCue,2,0,resp2,test2,Phrase,2
46,16,resp2ph2test2,1,WithoutCue,2,0,resp2,test2,Phrase,2
58,17,resp2ph2test2,2,WithoutCue,2,1,resp2,test2,Phrase,2
61,18,resp2ph2test2,1,WithoutCue,2,0,resp2,test2,Phrase,2
98,19,resp2ph2test2,2,WithoutCue,2,1,resp2,test2,Phrase,2
99,20,resp2ph2test2,1,WithoutCue,2,0,resp2,test2,Phrase,2
7,1,resp2ph3test2,NA,WithoutCue,1,NA,resp2,test2,Phrase,3
8,2,resp2ph3test2,NA,WithoutCue,1,NA,resp2,test2,Phrase,3
9,3,resp2ph3test2,NA,WithoutCue,1,NA,resp2,test2,Phrase,3
10,4,resp2ph3test2,2,WithoutCue,1,0,resp2,test2,Phrase,3
13,5,resp2ph3test2,2,WithoutCue,1,0,resp2,test2,Phrase,3
14,6,resp2ph3test2,2,WithoutCue,1,0,resp2,test2,Phrase,3
19,7,resp2ph3test2,2,WithoutCue,1,0,resp2,test2,Phrase,3
20,8,resp2ph3test2,2,WithoutCue,1,0,resp2,test2,Phrase,3
21,9,resp2ph3test2,1,WithoutCue,1,1,resp2,test2,Phrase,3
24,10,resp2ph3test2,1,WithoutCue,1,1,resp2,test2,Phrase,3
27,11,resp2ph3test2,2,WithoutCue,1,0,resp2,test2,Phrase,3
41,12,resp2ph3test2,1,WithoutCue,1,1,resp2,test2,Phrase,3
42,13,resp2ph3test2,2,WithoutCue,1,0,resp2,test2,Phrase,3
43,14,resp2ph3test2,1,WithoutCue,1,1,resp2,test2,Phrase,3
44,15,resp2ph3test2,1,WithoutCue,1,1,resp2,test2,Phrase,3
46,16,resp2ph3test2,2,WithoutCue,1,0,resp2,test2,Phrase,3
58,17,resp2ph3test2,1,WithoutCue,1,1,resp2,test2,Phrase,3
61,18,resp2ph3test2,2,WithoutCue,1,0,resp2,test2,Phrase,3
98,19,resp2ph3test2,2,WithoutCue,1,0,resp2,test2,Phrase,3
99,20,resp2ph3test2,2,WithoutCue,1,0,resp2,test2,Phrase,3